given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id
jayde,crouch,42,weston street,waimaru,niagara park,2119,wa,19250406,8892697
charlie,gaskin,24,james smith circuit,villa 2,gawler river,2641,vic,19590904,3925628
hayley,wyeth,,griffin place,terawah station,broadmeadows,6060,vic,19590129,8188526
rebecca,boothroyd,1,gatton street,rosedale,wiseleigh,3690,nsw,19001103,3436597
alisha,rawlings,40,hyndes crescent,white sands tourist park (cnr beach),bayswater,2754,nsw,19150122,1114083
john,tuke,,moore street,cuthberts court,castlemaine,4558,qld,19290912,4216956
drew,bishop,6,gask place,balala station,heywood,3058,nsw,19000402,1553804
alexander,bishop,7,canberra avenue,dunbogan caravan park,ryde,6164,nsw,19140306,3194688
carmen,wiseman,41,sherwin place,wangi shoppng centre,newborough,2216,wa,19000714,2741568
alexander,stephenson,319,kinsella street,windy gully,lalor,5043,vic,19940316,1986381
george,mccarthy,35,clubbe crescent,yakilli park,mentone,2540,vic,19350704,9460223
alana,frahn,530,a'beckett street,pyramid caravn park,lakes entrance,2477,vic,19630307,4624018
zachary,jevons,79,pankhurst crescent,old farm,oyster bay,4123,nsw,19010908,9596699
katelyn,goldsworthy,10,meyers place,tinnaroo falls,bundamba,3127,qld,19880820,1519466
nicole,madigan,8,carroll street,newton park,goonellabah,2749,qld,19610919,3710610
jade,stronach,4,broadsmith street,miami,denmark,2251,nsw,19090102,5258162
joshua,webb,1,perry drive,shire clerk,greenwood,2583,wa,19411204,7883180
ruby,mason,18,hurley street,,samford valley,3805,qld,19420728,1047066
harrison,painter,,nina jones crescent,ballawinna stud,lennox head,6017,vic,19961105,9133988
flynn,gloster,2,davies place,canowindra,andergrove,2519,nsw,19570911,5757208
jasmine,matthews,25,osburn drive,marathon mews,burwood,3185,wa,19691211,9299325
daniel,gaden,21,,solander centre,duntroon,6056,qld,19840606,3484120
patrick,newbown,8,la perouse street,vaughan vlge,rose bay,6430,qld,19470920,2408047
oliver,jacobus,6,tiptree crescent,crestfield,lansvale,4013,vic,19260331,1158763
ashleigh,rollins,22,mcrae place,mansfield park,dapto,4670,tas,19180307,4706557
mitchell,matthews,21,kulgera street,the willows,north beach,4109,vic,19590701,8051712
lucy,kranenborg,19,clara close,blue hills,bargara,6030,nsw,19740827,7896434
samuel,gilbertson,7,phillips place,bulliac street,potts point,6151,qld,19581011,9448590
jayme,frew,18,la trobe close,water fall,ballarat,2540,vic,19960831,7540258
,ryan,12,breona place,lakes retirement estate,highton,4207,nsw,19620821,7592380
alia,taubert,178,maurice place,lindsey rise,belmont,4802,nsw,19160125,3241981
shane,milburn,4,topp place,north nowra shopping centre,gunalda,2257,vic,19300311,7717125
anthony,gripton,5,blackburn street,westella,peregian beach,3020,nsw,19890804,4803978
thomas,mcauslan,14,truganini place,,bongaree,5046,nt,19801028,8944611
bianca,brummer-archer,311,henry melville crescent,rosetta village,strathdickie,3023,qld,19890705,9167456
riley,bishop,15,hyndes crescent,villa 2,toukley,2641,qld,19741020,9752897
tiffany,,26,southern close,westleigh,kirribilli,3437,qld,19860301,7926952
isabella,lowe,18,wolff crescent,learmont,sylvania,2032,nsw,19771116,5672191
kai,wilczek,83,oliver street,appleglen,toowoomba,2785,wa,19290502,1878744
ashleigh,neumann,13,hadlow drive,ningana,canterbury,2208,vic,19961127,5633162
samuel,goldsworthy,28,louis loder street,grant patch,naremburn,4055,sa,19270607,5061165
deakin,michelmore,,percival street,west aerodrome,kyogle,2540,vic,19911030,6770823
gabrielle,rees,27,julia flynn avenue,villa 2,leongatha,4300,vic,19580720,9209231
mackenzie,collinson,24,beaurepaire crescent,riverside park,maryborough,3444,nsw,19750803,1576308
dean,webb,52,buggy crescent,mount patrick,stratton,3138,nsw,19171128,4129591
tara,nguyen,38,anembo street,hattah-kulkyne,kurri kurri,4405,nsw,19640410,8872454
abbie,limbert,7,burraly court,yurnga,oyster bay,7310,sa,19061013,2508428
lachlan,white,1,atherton street,the mews royal hotel bldg,alexandra bridge,3390,vic,19810422,5260328
harvey,roselli,132,twelve trees crescent,dargam,reynella,3089,vic,,7501852
emiily,wilson-wheeler,1,woolcock street,willandra,taree,2477,qld,19610625,8119451
gemma,lowe,36,forbes street,nunkeri (cnr linburn r road,trevallyn,3199,wa,19700524,5918591
sarah,de crespigny,16,maurice place,allandale,somers,2250,vic,19130113,4115888
amelia,lowry,54,jandamarra street,ellwood,kinglake east,4208,qld,19231009,2439141
josephine,gallio,23,marsden street,sunnydale cottage,blacktown,2753,qld,19230227,8542303
danjel,ang,8,reader court,villa 2,arundel,3146,nsw,19470912,2029176
harrison,weaver,24,adair street,,charlestown,2229,nsw,19100327,6483602
bianca,morrison,224,sharland place,brindabella specialist centre,evanston,4702,vic,19040728,1392522
jesse,rankine,977,mcgivern crescent,minoru,salisbury heights,4228,qld,19720216,2225890
ellie,oatey,84,woollum street,blaxlands ck,lower templestowe,2196,wa,19390419,9791693
elisha,gibb,59,weavell place,st vincents hospital,tawonga south,2119,nsw,19490606,8704563
michael,heidrich,49,degraves crescent,wonga square,samford,6104,nsw,19440910,3945989
chloe,coleman,50,mina wylie crescent,monto caravan park,gowrie,3114,sa,19850701,6761005
georgia,carbone,20,ross smith crescent,medical centre,southbank,3070,vic,19910825,4433630
maddison,mahon,62,ellenborough street,brentwood vlge,east gordon,2224,qld,19381111,9640898
sophie,burford,17,merfield place,legacy units,surat,3144,wa,19321031,6901639
peta,callister,16,baracchi crescent,jaholma park,moranbah,2117,qld,19700110,4177367
molly,garcia,1,chuculba crescent,arawang,ballarat,2048,qld,19571103,2305243
molly,burford,19,erldunda circuit,rcg centre,ermington,3081,qld,19181119,7640441
jacqueline,pride,9,william webb drive,bell place (cnr bell r road,richardson,4065,nsw,19830708,4570880
daniel,mcard,34,maccallum circuit,westwood homestead,homebush,2619,nsw,19920927,2550366
georgia,metaxiotis,15,augustus way,moodwood angus stud,tuart hill,3196,vic,19130627,5883327
katharine,penno,91,cuthbert circuit,brentwood vlge,long jetty,3215,qld,19491225,1089142
emiily,finlay,61,coranderrk street,john flynn medical centre,ulverstone,3043,vic,19070731,9964204
jorja,green,29,moon place,yakilli park,junee,7307,sa,19590106,3411925
matthew,lock,14,shoalhaven avenue,nootina,ringwood,2207,sa,19931125,3915530
lily,mounce,92,symers street,donald coburn lodg,ferryden park,2100,qld,19000224,4142857
lachlan,stanley,28,cottam place,plainview,mount samson,7310,nsw,19740824,4200578
lewis,westbrook,14,hutchison crescent,ohio station,seaforth,4128,vic,19081217,5442782
william,george,31,kidman close,ocean breeze,labrador,3438,sa,19250214,9555232
alicia,miles,69,eggleston crescent,wunnamurra homestead,brighton,3020,vic,19701124,2499759
marcus,chandler,5,rason place,sect 329,flagstaff hill,2226,vic,19700417,1098082
george,webb,16,beatham close,nelsons lake,lakemba,2064,nsw,19721211,6420147
jemima,apathy,79,,unfaan,dandenong north,3000,sa,19830719,6617205
toby,walkley,29,hatfield street,st helens,albury,2528,nsw,19350608,9827400
lily,collier,47,sargood street,amelia,port macquarie,3148,vic,19860413,6053640
casey,fitzpatrick,34,hugh mckay crescent,glass house,hamilton,4178,nsw,19320411,3603845
gillian,lilee,9,yarra street,glen-erin,granville,2518,nsw,19181009,6966115
jackson,thorpe,21,grayson street,kilwinning,daisy hill,3058,nsw,19460526,3307556
sarah,jolly,2192,callaway crescent,spring ridge,kingsville,3995,wa,19161127,5871517
aidan,finlay,27,maribyrnong avenue,villa 3,roleystone,2000,,19131116,8412107
tristan,quilliam,14,banner street,marjidin,ulverstone,3250,sa,19671214,3784610
roberta,caire,14,welch place,port 44,beaconsfield upper,5113,sa,19630418,5100047
luke,hursey,23,turriff street,inishmore,port franklin,4017,qld,19220923,1219514
arki,mason,5,verran place,rowethorpe,frankston,6147,vic,19851022,7763548
mia,crofts,101,nunan crescent,wilga,millmerran,4850,sa,19550722,3041807
braiden,hering,26,snowden place,peppercorn lodge,new farm,3016,nsw,19240408,7720229
joshua,clarke,1,savery street,bexley,carnegie,3028,sa,19011101,7741570
nicholas,jenvey,59,bogan place,hopeview,bundaberg,2440,nsw,19921231,1646485
ellen,schumann,51,barr-smith avenue,glengariffe,ridleyton,4034,qld,19610507,1287031
sarah,leslie,740,baddeley crescent,flt 10,jamboree heights,4053,vic,19110604,7593106
christopher,menzies,39,maclachlan street,kinglake central,malvern,2621,nsw,19180721,8813225
olivia,leong,75,naismith place,mckail,deer park,3177,nsw,19820831,9379794
erin,fassina,80,croton street,rockview ashtead,werrington,2066,nsw,19561212,9413029
lachlan,laing,65,,bega flats,parap,4101,nsw,19240304,4688353
,staunton-smith,68,frome street,kookaburra village,broken hill,2870,vic,19820117,6922783
reegan,noble,4,kauper street,poplars,carlingford,7173,vic,19501211,7625184
emerson,soulemezis,15,marshall street,birks harbour,st albans,2135,vic,19450805,8760466
phoebe,dixon,7,ambalindum street,bracken leigh,yass,6027,tas,19960119,3838118
kristen,godfrey,48,dumas street,dromard,bray park,4157,sa,19700425,5874139
nicholas,morcom,13,mcbryde crescent,phillip lodge,toowoomba,3364,qld,19360608,3103859
aidan,minorchio,13,chewings street,ningana,vermont,6056,qld,19500604,7288279
josephine,hohn,8,pandanus street,rosebridge,avoca beach,3173,vic,19440501,1426564
joshua,stubbs,50,bimbiang crescent,rosetta village,holsworthy,3071,nsw,19580212,4826701
ky,morrison,275,hardie close,arthur river park,mount eliza,2031,nsw,19411120,9053979
ella,mahon,51,ulm street,naygoondy,northmead,2086,nsw,19330520,4464237
madelyn,blizard,6,southwood retreat,hoxton park,northgate,2067,vic,19540215,2341148
caitlin,white,174,collyburl crescent,,kurwongbah,2456,nsw,19431207,2627787
rachel,matthews,32,kirkcaldie circuit,malladup,ruse,4720,vic,19401207,9129899
cameron,prideaux,50,oakes street,evenstar,condon,6164,nsw,19990615,3537256
lachlan,lanyon,34,maranoa street,,elsternwick,2228,wa,19950930,9007961
isabella,westbrook,20,yanda street,carlow,seven hills,2048,tas,19730807,1274198
talia,allard,2,groom street,fair lea,newmarket,6064,qld,19060220,2778608
lachlan,coleman,59,marsden street,bell place (cnr bell r road,richmond west,3995,tas,19060305,2870281
nicholas,leslie,10,de little circuit,retirement village,daisy hill,4802,nsw,19691231,9490741
talia,,22,raymond street,norillee,newborough,2303,nsw,19440528,2601600
jackson,koklas,43,cousin place,villa 2,pearcedale,7018,wa,19850701,1074399
jacob,green,1,strickland crescent,rosetta village,hectorville,4655,nsw,19660623,4867426
pakita,o'shannessy,83,handasyde street,villa 3,torquay,4878,qld,19270218,8599006
jesse,bagwell,12,tuckey place,ellangowan,urangan,4659,nsw,19930914,6491012
jessica,shepherd,60,mackney place,aprtmt 34,albion park,4207,nsw,19730411,7664099
michael,shepherd,39,pinkerton circuit,millwood,camira,3377,nsw,19301008,3537158
lachlan,rees,25,darwinia terrace,moline village,ulverstone,3162,vic,19131017,1414477
ruby,donaldson,42,,glenbrook orchard,appin,2035,tas,19141014,3742981
elijah,asher,18,blakey close,,east hills,3194,nsw,19480723,9470193
shanaye,carbone,41,haystack crescent,st vincents hospital,matong,3690,nsw,19300519,1632237
ella,ryan,18,marshall street,mayflower retrmnt vlge,coolaroo,2365,wa,19510519,7463223
cade,coleman,21,damala street,mater professional centre,minchinbury,2280,sa,19471123,8098924
lauren,,42,moore street,jormaizee,mullaloo,3182,sa,19600314,2240511
phillip,finlay,,maclachlan street,arcadia,glendale,6171,qld,19080623,5324023
william,kempe,18,dallachy place,yarrawah,keysborough,5043,qld,19280103,8619692
cooper,perth,52,blacket street,avalyn,young,2580,qld,19950107,5404942
georgia,maynard,10,temperley street,tieve tara,toowong,3175,qld,19700324,3465730
natalia,bissett,42,springvale drive,star court arcade,kaleen,4218,qld,19500422,8653274
emiily,paterson,7,gruner street,platina,seaforth,5157,vic,19840318,7177837
brooklyn,ryan,1,sainsbury street,pine hill,american river,3241,nsw,19200516,5720021
charlotte,heuston,92,wayal place,memorial hospital,cremorne,2619,vic,19970428,9940785
rhys,mason,49,geils court,banksia village,maryborough,5066,wa,19000608,7868339
samuel,green,13,cordeaux street,mornington ret vlg,woorinen,6153,nsw,19911221,5676411
,lowry,150,syron place,wirong,,4066,vic,19880923,8557384
thomas,brock,117,temperley street,northwood park,port macquarie,4670,sa,19520624,9531535
danny,stephenson,16,o'shanassy street,banksia village,armidale,3130,tas,19831019,7199358
paris,green,19,zamia place,glendower,frankston,5159,qld,19291117,7101331
jack,vick,23,noble close,st johns retirement,rivett,7252,nsw,19550905,8449880
gianni,campbell,39,spring range road,,putney,2602,vic,19911228,4150453
jacinta,bastiaans,12,bean crescent,barwon station,narellan,3074,qld,19330803,3787817
henry,martinello,48,fred lane crescent,coorabil,northampton,2794,qld,19410617,4721399
jordan,noble,4,kosciusko avenue,st francis vlge,surry hills,2170,wa,19270820,7231665
alexander,green,18,julia flynn avenue,sec 375,connolly,2516,nsw,19071024,5282495
adam,yu,33,wittenoom crescent,ashell,werrington,2203,vic,19410707,6158700
jacqueline,tomich,34,giles street,noorla,kilsyth,7030,wa,19230609,5698710
riley,godfrey,,clift ck,the lodge,oakwood,3108,nsw,19451121,3493339
ajay,chetwyn,13,cope place,c/-the student village,,2164,nsw,19290222,6258884
andrew,mason,12,starling place,brentwood vlge,rosewater,5086,nsw,19321115,1878301
lauren,mcneill,37,caley crescent,gimberts road,kilsyth,3752,qld,19050527,4744679
juliana,matthews,1261,lamington street,mount patrick,brighton-le-sands,2287,vic,19030123,9544022
evan,wilkey,26,gudgenby close,portland house,park orchards,4818,vic,19571204,4568068
aleisha,mason,120,appel crescent,gillin park,tanilba bay,3936,nsw,19860522,3858465
jack,ziersch,9,badcoe street,belvedere,new farm,5501,wa,19741024,8799452
kelsea,hoebee,83,paul coe crescent,,st kilda,6027,wa,19970705,7042275
thomas,campbell,35,lethbridge street,scenic lodge,paddington,2450,nsw,19610710,5974512
megan,jessup,5,wyatt street,beachfront caravan park,ringwood,3225,nsw,19010928,9738709
caleb,spurden,119,mcalpine place,greenslopes,boyne island,4228,sa,19580816,8017617
jack,juric,,chuculba crescent,,goonellabah,4017,nsw,19791101,9208099
timothy,de angelis,95,casey crescent,lumeah homes,brighton,3400,sa,19910709,6079337
riley,loehr,20,caldwell street,springdale,maitland,4680,tas,19000723,4599665
amelia,green,60,beasley street,silver sand caravan park,charlestown,3199,vic,19160824,4340002
talia,bramble,5,wattle street,taree caravn park,north bondi,5074,vic,19090623,2565238
benjamin,spaans,72,ellerston avenue,birkenau,kulnura,5082,qld,19010804,1924477
jessica,ditty,22,dunlop street,oak-lodge,bundaberg,3183,nsw,19500328,6813350
scott,buterfield,116,crozier circuit,uc-dai-loi,noble park,2213,qld,19230731,9102056
ashleigh,white,34,hutchison crescent,harefield,east hills,2354,nsw,19261003,6850999
emma,scappatura,3,reuther street,wattle brae,east fremantle,3129,nsw,19390522,5932517
lily,krishnan,25,bourne street,redhill,keysborough,2640,qld,19681003,8956118
tori,reid,16,arthur circle,nowra mall,lalor,2176,vic,19570425,5350892
savannah,cappelluti,4,lightfoot crescent,brampton,seymour,6084,wa,19160523,5168724
sarah,curth,14,knoke avenue,heathfield qld,mullumbimby,3175,vic,19131205,8264314
hannah,maynard,3,fizelle place,oaklands village,toowoomba,2340,sa,19971104,3318159
daniel,wojciechowski,141,somerset street,melody cottage,dulwich hill,2120,nsw,19500125,2930336
caitlin,milburn,17,heard street,lexington,south arm,2850,qld,19530105,3195330
imogen,whillas,121,embley street,flowerydale,molong,2170,tas,19090319,7145066
harley,mclaine,419,john young crescent,,hamilton,2261,qld,19380511,5510205
jack,carbone,55,wrenfordsley place,,moura,2038,vic,19710726,1202844
isabella,orme,125,officer crescent,,sandgate,2190,nsw,19471012,5078419
joel,dixon,5,meredith circuit,rawdon,greenwood,4011,qld,19590722,6153468
ebony,thorpe,117,,,yarra junction,6028,qld,19421204,2504255
kiana,pieris,33,mortimer lewis drive,mungrup stud,coffs harbour,4650,vic,19370813,5026429
david,,3,eggers place,ainslie house,nubeena,4869,nsw,19380403,6575835
isabella,waller,155,blackburn street,omeo,brighton,5035,vic,19500719,7270771
rory,jehle,125,companion crescent,brinjarry,cromer,2340,nsw,19730227,1533301
barnaby,wevill,26,barringer street,sec 692,girgarre,2165,qld,19741112,3879376
bryce,crosswell,34,monkman street,clems place,colac,4551,nsw,19301122,8289252
alana,green,2,wittenoom crescent,tulla burra,mount eliza,4051,wa,19030904,7711269
amelia,kingswell,12,balbo place,sunny braes,tuchekoi,3192,vic,19520510,7388956
michael,stagoll,,tyson street,bypass road,cleveland,3150,nsw,19190521,3941516
harrison,thredgold,3,antill street,monavale,charlestown,2289,nt,19390828,3707828
maddison,jiang,8,templeton street,kurrabri,lamington,3556,vic,19610619,7894969
samuel,miles,138,hawkesbury crescent,,north ward,2148,sa,,2763477
callie,webb,164,dalley crescent,rocklea,frankston,3094,qld,19081121,5176285
madison,niekel,14,noongale court,summer hill,prospect,3032,sa,19030530,1598654
jessica,liddy,15,hyndes crescent,sec 1,fairlight,4133,nsw,19620602,9399509
ned,clarke,11,london circuit,villa 5,carnegie,5073,wa,19740801,4238081
luke,grubb,10,berne crescent,yooringa,st huberts island,6530,nsw,19341211,6333533
,crapp,3,couchman crescent,glendower,ramsgate,2035,nsw,19500106,6187478
matthew,priest,310,benson crescent,glenhurst,tarragindi,4124,qld,19860226,2553510
chelsie,hlawa,99,companion crescent,ashbank,torquay,2325,vic,19691018,9141369
samuel,kontopoulos,11,bamir square,pleasant view,carnegie,3631,vic,19870312,9712523
ruby,nguyen,6,berghofer court,wealdstone,lilydale,3934,vic,19660122,1868976
madeline,mahon,27,medworth crescent,airforce memorial estate,rosebud,3107,sa,19970711,8911383
kaitlyn,cheshire,117,william hudson crescent,menora,berkeley vale,3056,act,19330820,4812124
zarlia,boyle,113,audas place,clanville,robina,2322,wa,19230805,8270751
hugh,rook,52,badimara street,,warburton,2040,qld,19231010,1438323
alexandra,agett,48,keith street,boronia,taree,6430,nsw,19180406,8624670
nicholas,millar,201,temperley street,malanda orchard,hyde park,2767,wa,19300617,1000123
jasmine,wardle,25,smiths road,westholme,prospect,5007,nsw,,7650116
madeline,boyes,4,dowsley place,wattle place,kingsford,5062,vic,19760522,6564625
gillian,leon,10,armbruster street,walmount,elizabeth south,4021,nsw,19660416,2875631
chloe,camp,25,euroka street,llantwit house,ardrossan,6149,nsw,19351005,4550681
cooper,stockall,32,madigan street,fig trees,mayfield,3944,nsw,19700719,6708332
joshua,kelley,59,harwood court,aprt 18 the village,emerald,3127,qld,19340831,3990210
connor,toms,22,taggerty street,vivigani,malvern east,7310,qld,19991026,6080369
maddison,longo,5,namadgi circuit,,kiels mountain,2261,qld,19050429,8559890
joshua,yeoman,7,drysdale circuit,,camp hill,6150,nsw,19791212,3599370
samantha,coady,5,michie street,tallaranie,minlaton,5024,vic,19951116,5201652
finn,white,403,mcculloch street,all saints college,kempsey,6084,qld,19450410,9601625
daniel,white,1,albermarle place,summer hill,brierfield,3810,sa,19870703,8258779
ben,chorny,16,mcquade close,our folly,bonnyrigg,4120,qld,19481025,3512659
matisse,chandler,362,mcbryde crescent,21st,gowrie,3498,wa,19980731,5696159
hannah,white,2,gallagher street,fairholme,aspendale gardens,2505,nsw,19840119,9007134
tara,campbell,34,dunstan street,westpoint,katherine,6015,qld,19810623,8339362
matthew,mason,14,derrington crescent,santa lucille,avalon,2602,nsw,19280503,6339601
dale,dietrich,20,sturt avenue,unt 2,,6110,nsw,19860101,6503115
mikaela,horkings,144,box hill avenue,berkeley vlge,paddington,4061,vic,19291011,1360308
ruby,staude,241,,crowden,rose bay,3249,nsw,19410115,9633722
caleb,dabinet,30,rodway street,,mount ommaney,3133,qld,19040620,2071263
isaiah,crossman,14,hopetoun circuit,inveraray,emu park,3175,nsw,19680729,7045589
mia,haeusler,,stockdale street,rowethorpe,cleveland,3011,nsw,19091107,3742016
dimitri,kowald,5,watson street,sec 791,alice springs,2430,sa,19510207,1597094
liam,petersen,38,solomon crescent,blue hills,mosman,3630,vic,19800221,7148654
madeline,zbierski,31,newman morris circuit,nedlyn,westmead,2087,nsw,19801012,6366322
nicholas,campbell,23,birchall street,karsul,carnegie,2097,act,19690319,1631489
alannah,morrison,15,warragamba avenue,brentwood vlge,como,2031,vic,19450628,3163775
mya,mccarthy,43,wakool circuit,wilgalea,moonah west,2063,nsw,19670509,5475592
felicity,la porte,25,groom street,gundaline,glenmore park,3892,wa,19631026,9577115
abbey,kluske,10,farrer street,villa 19,clarkson,3044,nsw,19930605,7624788
james,grillett,268,sheaffe street,bella dona,caulfield north,2117,nsw,19890331,9598556
coby,brinsmead,110,musgrave street,st francis vlge,canley heights,4552,qld,19391009,8442114
peyton,marshal,53,arabana street,,plympton south,4156,nsw,19950916,3348499
isabella,petrikowski,4,mcbryde crescent,beaumont hills,loganlea,4034,nsw,19900210,2493367
samantha,barmore,23,bilby place,yarrandoo,somerset,3073,vic,19641215,5082469
riley,matthews,34,westhoven street,stone oak farm,success,4034,vic,19890629,5906706
benjamin,white,35,fiveash street,meadowvale village,cranbourne,2759,sa,19900716,7111467
chloe,stanley,69,fisken crescent,hawkhurst cottage,ermington,2090,nsw,,5004344
william,robson,77,springvale drive,magpie springs,lowood,4151,vic,19520721,2322463
oliver,pimershofer,23,betts place,moondarook,port pirie,3130,nsw,19431226,4369551
christopher,chammen,8,crisp circuit,,croydon north,3126,wa,19030403,4266096
james,kang,11,frayne place,,concord,4869,qld,19350731,7427314
carla,kirasak,5,albermarle place,,bacchus marsh,5085,vic,19630801,6299625
marleigh,miell,20,spring range road,tulloch,peakhurst,4226,vic,19931025,4689620
josephine,highet,6,hayden close,marandyvale,spotswood,2151,nsw,19121110,6475561
ethan,greenhalgh,,crozier circuit,richon,rosebrook,4151,qld,19400702,6431791
jacob,waller,89,dalley crescent,the willows,mosman,2480,qld,19580408,6317326
zac,hand,18,kambalda crescent,mckinnon glen,east maitland,4500,sa,19970725,2709860
jessica,mckerlie,8,john close,rosewood garden,yarrawonga,3840,nsw,19810709,3600417
benjamin,berry,4,glenmaggie street,trewilga,kariong,3064,qld,19220905,3664258
hayley,maclennan,9,throsby crescent,alabama,forrestfield,3825,vic,19331030,6913354
millane,laundon,14,forbes street,red cross units,auburn,2035,nsw,19640213,6060013
emma,frencham,175,hayball place,,punchbowl,4018,qld,19170628,2070987
natalia,streich,2,aspinall street,blackridge flyfishing school,oak park,3138,vic,19250521,2222516
willow,tsolakis,35,elsey street,kempfield,low head,6169,vic,19200916,1293288
scott,rudd,3,saunders street,sec 1,toowoomba,2617,nsw,19600806,4857758
rachel,bishop,10,cumbrae place,little shalford,corrimal,3167,wa,19300129,5012283
ebony,van hees,34,bellinger circuit,morago,robina,2481,nsw,19040204,1761872
bailey,meaney,82,miago court,uarah,mortlake,3156,qld,19880918,8223923
cain,quilliam,40,fidge street,nuffield village,clayfield,3858,nsw,19861124,5735991
cain,lowe,34,robertson street,hillside villas,sunshine,2145,nsw,19060725,6210006
bailee,nguyen,17,undoolya street,,como,4125,qld,19100708,1573421
robert,leane,8,green street,court units,broadbeach waters,4128,vic,19880611,3938828
mitchell,webb,15,denovan circuit,villa 3,connewarre,5091,nsw,19801006,8786441
flynn,zilm,6,beaurepaire crescent,mandurah gardens est,duncraig,3068,vic,19500619,6378859
amber,estacio,4,glenmaggie street,perry park hostel,launceston south,3075,qld,19720412,3256476
mason,miles,214,hawdon street,tintagel,mill park,5014,wa,19210105,2356013
imogen,beaty,68,hilder street,,toowoomba,2120,nsw,19771106,4994511
miranda,andresen,93,wenholz street,telopea park,williamstown,2450,vic,19180404,1851874
grace,weidenbach,57,kemsley place,medical practice bendigo,klemzig,4127,nsw,19340907,9063243
evan,matthews,112,enid lorimer circuit,kildarra,port augusta,6103,nsw,19961123,1551414
noah,white,2,bardsley place,lindoran,boorowa,5021,tas,19480206,7052624
nicholas,mcveigh,23,boolimba crescent,young retirement village,st kilda east,4224,qld,19341207,1581884
konstantinos,nguyen,12,twamley crescent,pinda,wanniassa,2173,nsw,19730401,4155990
,dixon,4,tytherleigh street,bulga wine estates,singleton heights,2097,nsw,19040831,8170333
emiily,hand,4,mcnicoll street,old farm,kongal,2518,vic,19270511,3480162
thomas,bellchambers,89,carruthers street,milpara,goonellabah,2710,wa,19810726,1603931
asha,chetter,8,streeton drive,rosehill,scarborough,5051,qld,19440808,7992366
noah,flatman,13,mawalan street,northbourne,frankston,5049,vic,19790808,6564082
emiily,perduns,19,wilkins street,yenda units,broken hill,3124,nsw,19990108,5105163
thomas,slack-smith,106,hawken street,emmaus vlge,kirwan,2566,vic,19900607,2094894
tiana,bastiaans,34,decima circuit,karinya lodge,hallsville,4702,wa,19150613,1914490
matthew,bozzetti,79,bramina station,lakewood estate,vermont,6027,qld,19760609,1057227
ridley,dumbrell,11,terry close,dalamar,naremburn,3031,qld,19870116,3888893
toby,roles,63,chippindall circuit,afflexian,peregian beach,2337,nsw,19770325,8154319
michael,reid,8,upton street,terranora,macquarie fields,2452,qld,19050922,1117934
flynn,painter,7,thomas hart street,railway stn,seaton,2640,vic,19211124,8126727
solomon,morrison,67,jarrahdale street,yaldara,empire bay,2097,qld,19400406,2523626
layla,chammen,9,discovery street,st francis vlge,keilor east,5352,nsw,19550123,4055724
jack,rochette,53,bennelong crescent,bexley,lakemba,4352,vic,19300831,4014081
abbie,finlay,5,,unt 1,mount warren park,4350,nsw,19730526,4857374
lachlan,leon,6,gara place,berkeley vlge,nunawading,3810,nsw,19140403,8566655
brinley,ho,6,vickers crescent,parks cottage,greenwith,2166,sa,19311119,9490562
william,doman,7,copland drive,grandview,adamstown,2325,vic,19810208,5779269
madeline,huxley,7,murrell place,westbury,orange,3939,nsw,19850421,5740778
liam,wehner,11,monaro crescent,oaklands village,bidwill,3205,vic,19350426,7873898
natalia,maczkowiack,,badcoe street,berkeley vlge,south turramurra,3199,vic,19830221,3152282
zachary,hulands,51,caley crescent,illoura glass studio,albany creek,5162,tas,19360826,9722255
amy,urenda,15,jerrabomberra avenue,narraburra lodge,riverwood,4610,vic,19040320,4689528
samantha,garnett,10,furey street,raworth cottage medical practice,wallacia,2530,sa,19210919,2074453
caitlin,dolan,55,lawrence wackett crescent,garden settlement,beaumaris,2193,wa,19571211,7745058
angelina,campbell,161,jackie howe crescent,bugoren,woorim,6052,nsw,19531108,8948230
christopher,elrick,4,longmore crescent,sherwood,heckenberg,2283,qld,19320515,6739254
kyle,irons,,fernyhough crescent,openshaw,bundaberg,2611,qld,19060519,9565296
shenae,campbell,4,lander crescent,kerradan,bondi junction,3186,nsw,19580611,5546102
connor,dantiochia,8,wiburd street,solander centre,como,2774,nsw,19221020,6629558
jordan,webb,62,padbury street,poitrel,dynnyrne,5089,sa,19851106,1985006
georgia,shih,14,furey street,hopeview,toowoomba,6008,nsw,19870324,1794716
abbey,parfilo,13,chandler street,barossa village,albany creek,2065,vic,19891112,8843836
kyle,ryan,7,maranboy street,,southbank,4012,nsw,19390608,5356709
harry,pembroke,138,sparkes close,st georges medical centre,sutton forest,3338,qld,19260311,6618265
jacob,crossman,19,stromlo crescent,st francis vlge,bassendean,5031,vic,19681226,6490727
hannah,miles,1,majura avenue,locn 2916,kialla,2617,qld,19100504,1629688
bayden,lonie,37,callister crescent,mcdougall hill,burwood,2320,nsw,19880619,6874557
lily,reid,77,streeton drive,kaweku park,parkside,3630,wa,19170624,7864863
jayden,thorpe,44,warrego circuit,yacklin,cabramatta,2259,wa,19281105,6871482
jasmyn,yeap,30,white crescent,lawley park,murray bridge,3079,nsw,19500508,9139909
,noble,5,carter crescent,belgravia estate,glenwood,5114,vic,19120724,8141708
alexander,shepherd,11,sprent street,orange specialist medical centre,taree,0812,nsw,19121023,6769513
